year,model,scenario,scenario_geography,variable,unit,carbon_tax
2055,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,162.17
2056,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,169.196
2057,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,176.222
2058,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,183.248
2059,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,190.274
2060,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,197.3
2061,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,205.85
2062,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,214.4
2063,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,222.95
2064,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,231.5
2065,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,240.05
2066,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,250.452
2067,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,260.854
2068,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,271.25600000000003
2069,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,281.658
2070,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,292.06
2071,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,304.714
2072,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,317.368
2073,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,330.022
2074,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,342.676
2075,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,355.33
2076,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,370.728
2077,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,386.126
2078,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,401.524
2079,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,416.922
2080,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,432.32
2081,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,451.052
2082,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,469.784
2083,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,488.516
2084,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,507.2480000000001
2085,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,525.98
2086,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,548.772
2087,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,571.5640000000001
2088,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,594.356
2089,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,617.148
2090,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,639.94
2091,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,667.668
2092,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,695.3960000000001
2093,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,723.124
2094,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,750.8520000000001
2095,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,778.58
2096,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,812.316
2097,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,846.052
2098,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,879.788
2099,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,913.524
2100,independent_increasing_carbon_tax_50,independent_increasing_carbon_tax_50,Global,Price|Carbon,US$2010/t CO2,947.26
2015,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2016,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2017,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2018,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2019,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2020,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2021,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2022,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2023,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2024,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2025,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2026,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2027,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2028,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2029,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2030,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2031,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2032,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2033,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2034,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2035,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2036,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2037,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2038,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2039,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2040,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2041,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2042,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2043,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2044,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2045,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2046,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2047,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2048,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2049,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2050,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2051,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2052,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2053,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2054,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2055,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2056,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2057,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2058,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2059,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2060,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2061,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2062,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2063,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2064,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2065,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2066,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2067,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2068,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2069,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2070,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2071,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2072,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2073,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2074,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2075,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2076,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2077,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2078,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2079,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2080,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2081,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2082,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2083,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2084,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2085,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2086,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2087,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2088,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2089,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2090,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2091,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2092,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2093,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2094,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2095,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2096,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2097,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2098,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2099,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
2100,no_carbon_tax,no_carbon_tax,Global,Price|Carbon,US$2010/t CO2,0
